dataset,backbone,strategy,unfreeze_pct,Direction,task,n_classes,total_params,trainable_params,batch_size,learning_rate,epochs_trained,best_epoch,best_val_primary,test_loss,training_time_sec,seed,test_primary,test_auc_macro,test_acc,test_acc_hamming,test_auc,test_auc_micro
chestmnist,resnet18,LP,0,0,multilabel,14,11183694,7182,64,0.0001,129,114,0.7195961004285286,0.17108646521286408,5504.729809761047,48,0.7221309739959432,0.7221309739959432,0.5316720902242232,0.9473830008087575,0.7221309738273154,0.812040642822496
chestmnist,vit_base_patch16_224,partial,40,start,multilabel,14,85809422,35450126,64,0.0001,24,9,0.8252255502237142,0.15517330031704019,2212.699849843979,48,0.8205848933699054,0.8205848933699054,0.5318058217804128,0.9483223057867555,0.8205848917302081,0.8683111650181166
chestmnist,vit_base_patch16_224,partial,40,start,multilabel,14,85809422,35450126,64,0.0001,21,6,0.8221601722051896,0.15320836846050714,1981.9772293567657,49,0.8179350066880319,0.8179350066880319,0.5280613382071057,0.9479497678802274,0.817935008327729,0.8688375315398199
chestmnist,resnet18,partial,40,start,multilabel,14,11183694,680718,64,0.0001,66,51,0.8012801472556718,0.15581212056922777,2805.656396150589,42,0.8067250114276587,0.8067250114276587,0.5305576605893104,0.9480038973196375,0.8067250119180152,0.8618426774350291
chestmnist,densenet121,partial,40,start,multilabel,14,6968206,1302350,64,0.0001,37,22,0.8242888986284791,0.15241139573164475,3099.6191024780273,49,0.8248530805471529,0.8248530805471529,0.525921633308073,0.9477905636466685,0.8248530798097338,0.872797742683467
chestmnist,resnet18,partial,20,start,multilabel,14,11183694,155150,64,0.0001,110,98,0.7817926171405128,0.16012717068110435,4632.718101978302,46,0.7827055159810193,0.7827055159810193,0.5308251237016894,0.9478606135094344,0.7827055176207164,0.8479008371139103
chestmnist,resnet18,partial,40,start,multilabel,14,11183694,680718,64,0.0001,77,62,0.8046869105192959,0.15570811611040367,3274.7929174900055,43,0.8038586566789464,0.8038586566789464,0.5289083047296393,0.9479625042189121,0.8038586566789464,0.8622255414601074
chestmnist,densenet121,partial,20,start,multilabel,14,6968206,382670,64,0.0001,52,37,0.8101897242426102,0.15456906943834064,4201.8244705200195,42,0.8127115572778696,0.8127115572778696,0.5295769625105871,0.9477045933605467,0.8127115570345758,0.8656263425725942
chestmnist,resnet18,partial,60,end,multilabel,14,11183694,11026190,64,0.0001,26,11,0.8073282785257351,0.1552753764127734,1112.353597164154,48,0.8102522064382357,0.8102522064382357,0.529220345027415,0.9478956384408174,0.8102522064382357,0.8651172653243766
chestmnist,resnet18,partial,20,start,multilabel,14,11183694,155150,64,0.0001,106,91,0.7788655425196843,0.16091136409346535,4468.575858592987,40,0.7768811201579923,0.7768811201579923,0.5312263183702581,0.9479402156262139,0.7768811201579923,0.8450015765838826
